FULL_NAME_RO,DSG,,LAT,LONG
Sierra de Casica,MT,,41.683333,-6.433333
Pirineos Orientales,MTS,,42.5,2.25
Collado Pregón,PASS,,42.383333,2.4
Coll de la Muga,PASS,,42.35,2.6
Cerdaña,VAL,,42.45,1.966667
Collado de los Empedrados,PASS,,42.416667,3.1
Montes Alberes,MTS,,42.466667,2.933333
Río de Azureira,STM,,41.916667,-7.116667
Puig Artigas,PK,,42.366667,2.1
Collado de Lli,PASS,,42.416667,2.783333
Coll del Llop,PASS,,42.45,3.066667
Pico de Llobregat,PK,,42.45,2.916667
Arroyo de Zafareja,STM,,38.116667,-7.233333
Río Azureira,STM,,41.883333,-7.55
Río Águeda,STM,,41.033333,-6.933333
Pico de Segre,PK,,42.4,2.116667
Salifore,PK,,42.466667,3.05
Pico del Tourn,PK,,42.4,2.683333
Pico del Torn,PK,,42.433333,3.083333
Collado del Torn,PASS,,42.433333,3.083333
Collado de Finistrelles,PASS,,42.4,2.133333
Pico Gorro Blanch,MT,,42.366667,2.066667
Ribera de Chanza,STM,,37.55,-7.516667
Río Barjas,STM,,42.15,-8.2
Pico de la Puja,PK,,42.45,2.883333
Pico Sangles,PK,,42.416667,2.8
Arroyo Langaruta,STM,,39.1,-7.083333
Arroyo de Abejeros,STM,,39.1,-7.066667
Sierra de la Gamoneda,MTS,,42,-6.833333
Arroyo Abeigas,STMX,,41.966667,-7.083333
Río Mente,STM,,41.766667,-7.166667
Arroyo Mortigón,STM,,38.133333,-7.2
Río Porto do Rey,STM,,41.883333,-7.55
Río Miño,STM,,41.866667,-8.85
Río Salas,STM,,41.916667,-8.083333
Río Pequeño,STM,,41.8,-7.433333
Sierra de Santa Eufemia,MTS,,41.85,-8.15
Sierra de Pisco,MT,,41.866667,-7.916667
Arroyo del Infierno,STM,,41.9,-7.666667
Pico de los Pastores,PK,,42.466667,3
Regato de los Melonares,STM,,39.1,-7.133333
Río Manzanas,STM,,41.483333,-6.65
Río Barcia,STM,,41.866667,-8.2
Río Godolid,STM,,38.333333,-7.266667
Pico Neulos,PK,,42.483333,2.95
Coll de Mabrem,PASS,,42.35,2.466667
Collada de Eyne,PASS,,42.416667,2.15
Puig Pedrós,PK,,42.483333,1.766667
Río de la Montaña,STM,,41.95,-8.083333
Sierra de Esculqueira,RDGE,,41.966667,-7.083333
Arroyo de Valdeborracho,STM,,39.1,-7.066667
Ribera Basadiga,STM,,40.1,-6.933333
Arroyo Abrilongo,STM,,39.083333,-7.016667
Arroyo Rivera de Anta,STM,,41.933333,-6.966667
Penedo de los Tres Reinos,PK,,41.966667,-6.983333
Arroyo de Ruzagores,STM,,41.933333,-6.616667
Río Torto,STM,,40.116667,-7
Collado de Bañuls,PASS,,42.433333,3.066667
Pico de los Guardas,PK,,42.466667,3.016667
Collado de la Carbaresa,PASS,,42.466667,3.033333
Portella de Mantet,PASS,,42.433333,2.283333
Pico Piñe,PK,,42.45,2.933333
Collado de Perilló,PASS,,42.4,2.683333
Collado del Palo,PASS,,42.466667,2.933333
Collado de Pal,PASS,,42.416667,2.333333
Collado Morrella,PASS,,42.416667,2.816667
Calmellas,PK,,42.433333,2.833333
Río de Angueira,STM,,41.466667,-6.633333
Río de Gamoneda,STM,,41.833333,-6.933333
Monteagudo,MT,,41.883333,-7.833333
Arroyo de Aguaszorras,STM,,39.05,-6.983333
Baladres,PK,,42.383333,2.433333
Puerto de Ares,PASS,,42.366667,2.45
Rivera del Sestil,STMI,,40.483333,-6.7
Arroyo Zaos,STM,,38.283333,-7.15
Coll de la Creu de Mayens,PASS,,42.35,2.016667
Pico de Finistrelles,PK,,42.416667,2.133333
Coll de la Estuca,PASS,,42.466667,2.983333
Pico Jordana,PK,,42.433333,3.083333
Pico de la Clape,PK,,42.383333,2.433333
Roca Colom,PK,,42.416667,2.316667
Pico Costabonne,PK,,42.416667,2.35
Portella de Concrós,PASS,,42.433333,2.3
Río de Santa Ana,STM,,41.633333,-6.45
Arroyo de Cañada Honda,STM,,39.083333,-7.016667
Río Sever,STM,,39.666667,-7.533333
Sistema Central,MTS,,40.5,-5
Río Limia,STM,,41.683333,-8.833333
Río Tajo,STM,,38.666667,-9.4
Collado del Portell,PASS,,42.433333,2.816667
Collado Priorato,PASS,,42.45,2.85
Le Perthus,PASS,,42.466667,2.85
Portella de Maranges,PASS,,42.483333,1.75
Río Gévora,STM,,38.883333,-6.95
Río Guadiana,STM,,37.233333,-7.366667
Arroyo de Cuncos,STM,,38.433333,-7.333333
Río Mayor,STM,,42.333333,2.683333
Collado del Orri,PASS,,42.466667,2.983333
Collado de Felgueras,PASS,,42.333333,2.55
Río Carol,STM,,42.4,1.883333
Brecha de Rolando,PASS,,42.7,-0.033333
Puerto Viejo de Bielsa,PASS,,42.733333,0.166667
Pic d’Ós,MT,,42.504768,1.461055
Tossa Plana de Lles,PK,,42.468548,1.658824
Port Negre del Pallars,PASS,,42.56799,1.444118
Río Saturia,STM,,42.475703,1.491415
Roca Entrevesada,PK,,42.597824,1.441229
Portella de Baiau,PASS,,42.592011,1.437211
Collado de Cabris,PASS,,42.545778,1.419321
Pic de Port Negre,PK,,42.566772,1.443773
Coll de Vall Civera,PASS,,42.488183,1.663726
Pic de Medacorba,PK,,42.602993,1.44062
Port de Comallempla,PASS,,42.565649,1.442498
Coll de Montaner,PASS,,42.515951,1.464666
Coll de Laquell,PASS,,42.485983,1.409592
Bony de Carroi,PK,,42.509972,1.46819
Collado del Claró,PASS,,42.454386,1.585189
Coll de Claror,PASS,,42.454386,1.585189
Sierra Plana,MT,,42.482015,1.432176
El Runer,STM,,42.433333,1.483333
Barranco Negro de la Fuente Rabasa,STM,,42.433333,1.483333
Coll de Pimés,PASS,,42.432168,1.543111
Tosal de la Truita,PK,,42.459221,1.587467
Pic de la Truita,PK,,42.459221,1.587467
Monturull,PK,,42.450213,1.583413
Collada del Forat dels Malhiverns,PASS,,42.593422,1.440092
Roc d’Aïll,PK,,42.459675,1.448843
Collada de Prat de Porceller,PASS,,42.467205,1.441631
Bony de la Costa de l’Arn,PK,,42.46318,1.441878
Portella de Setut,PASS,,42.467824,1.639092
Pic de la Colilla,PK,,42.465503,1.622782
Bony dels Llorers,PK,,42.481208,1.434867
Península Ibérica,PEN,,40,-5
Pic de Médécourbe,PK,,42.602993,1.44062
Pic de Madecourbe,PK,,42.602993,1.44062
Pic de Medecorba,PK,,42.602993,1.44062
La Penisola Iberica,PEN,,40,-5
La Península Ibérica,PEN,,40,-5
Iberian Peninsula,PEN,,40,-5
Iberia,PEN,,40,-5
Península Ibèrica,PEN,,40,-5
Península Hispánica,PEN,,40,-5
Península Ibérica,PEN,,40,-5
Pic Negre,PK,,42.566772,1.443773
Port Vell,PASS,,42.56799,1.444118
Port de Baiau,PASS,,42.592011,1.437211
Port de Cabús,PASS,,42.545778,1.419321
Port de L’Ovella,PASS,,42.553033,1.422413
Río Seturia,STM,,42.475703,1.491415
Río de Os,STM,,42.475703,1.491415
Riu d’Ós,STM,,42.475703,1.491415
Port Negre,PASS,,42.565649,1.442498
Collado Pequeño,PASS,,42.564226,1.441277
Carretera d’Ós de Civís,RD,,42.494918,1.444511
Bony dels Llaurers,PK,,42.481208,1.434867
Serra Plana,MT,,42.482015,1.432176
Coll de l’Aquell,PASS,,42.485983,1.409592
Coll de la Quell,PASS,,42.485983,1.409592
Pic d’Enclar,PK,,42.509972,1.46819
Puig de Anclá,PK,,42.509972,1.46819
Bony de Garci,PK,,42.509972,1.46819
Bony de la Pica,MT,,42.504768,1.461055
Pico de Anclá,MT,,42.504768,1.461055
Collada de Montaner,PASS,,42.515951,1.464666
Col de Montanér,PASS,,42.515951,1.464666
Coll de Montané,PASS,,42.515951,1.464666
Bony de la Costa l’Arn,PK,,42.46318,1.441878
Caumer,PK,,42.46318,1.441878
Collada de Prat Porceller,PASS,,42.467205,1.441631
Collada de Pimes,PASS,,42.432168,1.543111
Collado de Port Negre,PASS,,42.458082,1.565395
Pic de Perafita,PK,,42.459221,1.587467
Pic de Monturull,PK,,42.459221,1.587467
Collada dels Clots de la Tora,PASS,,42.454386,1.585189
Coll del Claró,PASS,,42.454386,1.585189
Pic Monturull,PK,,42.450213,1.583413
Torre dels Soldats,PK,,42.450213,1.583413
Tosseta de la Caülla,PK,,42.465503,1.622782
Pic dels Estanyons,PK,,42.465503,1.622782
Toseta de la Colilla,PK,,42.465503,1.622782
Collado de Perafita,PASS,,42.463761,1.592214
Riu Runer,STM,,42.433333,1.483333
Portella de Satut,PASS,,42.467824,1.639092
Port de Setut,PASS,,42.467824,1.639092
Collado de Satut,PK,,42.468498,1.648439
Coll de Satut,PK,,42.468498,1.648439
Coll de Salut,PK,,42.468498,1.648439
Pic de la Portelleta,PK,,42.468548,1.658824
Tosal Plane,PK,,42.468548,1.658824
Collada Canolic,PASS,,42.46158,1.446396
Port de Vall Civera,PASS,,42.488183,1.663726
Coll de Valcibera,PASS,,42.488183,1.663726
Collado de Vall-Civera,PASS,,42.488183,1.663726
Roca d’Aïll,PK,,42.459675,1.448843
Collada del Forat de Malhiverns,PASS,,42.593422,1.440092
Roca Entravessada,PK,,42.597824,1.441229
Pic Lakhoura,PK,,42.95,-0.833333
Pic de Lacoura,PK,,42.95,-0.833333
Lácora,PK,,42.95,-0.833333
Col de Hount Herreda,PASS,,42.8,0.666667
Coll de la Pala del Calleu,PASS,,42.829496,0.661784
Coll Endoleta,PASS,,42.793956,0.665558
Col de la Montagnette,PASS,,42.793956,0.665558
Collado Endoleta,PASS,,42.793956,0.665558
Mail de Bulard,PK,,42.806595,0.960188
Pic de la May de Bulard,PK,,42.806595,0.960188
Pic de Montagnol,PK,,42.750485,1.132986
Pic de Mountagnol,PK,,42.750485,1.132986
Pic de Serre Haute,PK,,42.813514,0.885815
Pyramide de Serre,PK,,42.813514,0.885815
Col de Panets,PASS,,42.783333,0.65
Col de Panech,PASS,,42.783333,0.65
Collado de Paneche,PASS,,42.783333,0.65
Portillo de Urdaite,PASS,,42.95,-0.866667
Puerto de Urdayite,PASS,,42.95,-0.866667
Col de la Piz,PASS,,42.95,-0.866667
Pic de Sernaille,PK,,42.781863,1.059428
Urculu,MT,,43.05,-1.233333
Monte Urculu,MT,,43.05,-1.233333
Collado Bentartea,PASS,,43.05,-1.266667
Port d’Arleppa,PASS,,43.033439,-1.150104
Otchogorrigagna,PK,,42.95,-0.916667
Mont Otxogôrrigagne,PK,,42.95,-0.916667
Ochogorri,PK,,42.95,-0.916667
Pic de Roumingau,PK,,42.733333,0.683333
Pic de Pouylané,PK,,42.733333,0.683333
Pico de Poilané,PK,,42.733333,0.683333
Pic d’Arrès,PK,,42.733333,0.666667
Pic de la Mine,PK,,42.7,0.65
Port du Portillon,PASS,,42.766667,0.65
Col du Portillon,PASS,,42.766667,0.65
Puerto del Portillón,PASS,,42.766667,0.65
El Portillon,PASS,,42.766667,0.65
Pertillon de Burbe,PASS,,42.766667,0.65
Portillo de Belay,PASS,,42.95,-0.9
Uthurzéhétako Lépoua,PASS,,42.966667,-1
Iturzaetaco-Iepoa,PASS,,42.966667,-1
Puerto de Larraun,PASS,,42.966667,-1
Itourzaétaco-Iépoa,PASS,,42.966667,-1
Port de Larrau,PASS,,42.966667,-1
Mont Gastarria,MT,,42.95,-0.95
Chotala,MT,,42.95,-0.95
Pic de Maupas,PK,,42.7,0.533333
Forêt d’Irati,FRST,,43.016667,-1.1
Bosque de Irat,FRST,,43.016667,-1.1
Forêt d’Iraty,FRST,,43.016667,-1.1
Erréka Idorra,STM,,43,-1.083333
Erriquidor,STM,,43,-1.083333
Barranco Erreca-Idor,STM,,43,-1.083333
Erraca Idor Ruisseau,STM,,43,-1.083333
Pic d’Orhy,MT,,42.983333,-1
Pico de Ory,MT,,42.983333,-1
Pic d’Orry,MT,,42.983333,-1
Pic de Sacroux,PK,,42.7,0.6
Port de la Pez,PASS,,42.717222,0.37145
Puerto de Benasque,PASS,,42.683333,0.45
Port de Clarabide,PASS,,42.683333,0.45
Pic de Gourgs Blancs,PK,,42.700555,0.484719
Pico del Puerto de Oo,PK,,42.700555,0.484719
Pic du Port d’Oô,PK,,42.700555,0.484719
Pic Jean Arlaud,PK,,42.700555,0.484719
Pic Perdighero,MT,,42.692791,0.518677
Pic Perdiguère,MT,,42.692791,0.518677
Col d’Aratillou,PASS,,42.783333,-0.166667
Col d’Arratillou,PASS,,42.783333,-0.166667
Macizo de Vignemale,MT,,42.766022,-0.155094
Massif du Vignemale,MT,,42.766022,-0.155094
Comachibosa,MT,,42.766022,-0.155094
Massif de Vignemale,MT,,42.766022,-0.155094
Vignemale,MT,,42.766022,-0.155094
Port d’Urdos,PASS,,42.798325,-0.531426
Puerto de Sumport,PASS,,42.798325,-0.531426
El Somport,PASS,,42.798325,-0.531426
Canfranc,PASS,,42.798325,-0.531426
Col du Somport,PASS,,42.798325,-0.531426
Somport,PASS,,42.798325,-0.531426
Pic Cujo la Palas,PK,,42.85,-0.316667
Pic Cuje la Palas,PK,,42.85,-0.316667
Pic Palas,PK,,42.85,-0.316667
Pic Mourrous,PK,,42.85,-0.316667
Pic Cnjola la Palas,PK,,42.85,-0.316667
Pic Cambalès,PK,,42.824007,-0.243544
Arlás,PK,,42.966667,-0.75
Pic d’Arlas,PK,,42.966667,-0.75
Puerto Viejo de Sallent,PASS,,42.8,-0.383333
Port Vieux de Sallent,PASS,,42.8,-0.383333
Soq,PK,,42.816666,-0.366667
Col de la Chourique,PASS,,42.9,-0.716667
Puerto de Acherito,PASS,,42.9,-0.716667
Pic de Laraille,PK,,42.883331,-0.7
Pic de Larraille,PK,,42.883331,-0.7
Acué,MT,,42.816667,-0.6
Col des Moines,PASS,,42.824804,-0.499282
Puerto de Pourtalet,PASS,,42.8,-0.416667
Col du Pourtalet,PASS,,42.8,-0.416667
El Portalet,PASS,,42.8,-0.416667
El Portalé d’Aneu,PASS,,42.8,-0.416667
Portalet d’Anéou,PASS,,42.8,-0.416667
Col d’Anéou,PASS,,42.8,-0.416667
Puerto de Sallent,PASS,,42.8,-0.416667
Puerto de Sallent de Gállego,PASS,,42.8,-0.416667
Puerto de Arlás,PASS,,42.966667,-0.75
Col d’Anaye,PASS,,42.933333,-0.733333
Puerto de Anielar,PASS,,42.933333,-0.733333
Collado de Insole,PASS,,42.933333,-0.733333
Paso de Sierra Longa,PASS,,42.933333,-0.733333
Col de l’Insole,PASS,,42.933333,-0.733333
Paso de Ania,PASS,,42.933333,-0.733333
Puerto de Anilarra,PASS,,42.933333,-0.733333
Pic d’Ansabère,PK,,42.9,-0.733333
Collada de Petrechema,PASS,,42.9,-0.733333
Col de Pétrageme,PASS,,42.9,-0.733333
Port d’Anso,PASS,,42.9,-0.733333
Pic de Bureq,PK,,42.871817,-0.660619
