FULL_NAME_RO,DSG,,LAT,LONG
Iddogeahči,PT,,69.966667,20.266667
Nordklubben,PT,,69.966667,20.266667
Sørklubben,PT,,69.966667,20.25
Seibåen,RF,,70.016667,20.25
Seiboen,RF,,70.016667,20.25
Sjursnes,FRM,,69.8,19.283333
Holtaren,SHOL,,70.25,19.9
Ravikholme,ISL,,70.166667,20.016667
Valaneset,PT,,70.133333,20
Ytre Seljelv,FRM,,69.316667,19.416667
Bakkan,FRM,,69.6975,18.685833
Bakken,FRM,,69.6975,18.685833
Pisternes,PT,,69.6925,18.703056
Pistaren,PT,,69.6925,18.703056
Innelv,FRM,,69.69,18.737222
Innelva,FRM,,69.69,18.737222
Storvoll,FRM,,69.6825,18.786667
Sandneset,PT,,69.7,18.933333
Nakkevika,COVE,,69.783333,19.716667
Nakvika,COVE,,69.783333,19.716667
Svartskjer,RK,,70.266667,21.216667
Holmen,ISL,,69.833333,19.433333
Galten,RK,,69.816667,19.416667
Hakkebåen,RF,,69.833333,20.75
Larsbukta,COVE,,69.85,20.766667
Larsbugta,COVE,,69.85,20.766667
Myrsletta,FRM,,69.8,20.75
Myre,FRM,,69.8,20.75
Ladevoll,FRM,,69.783333,20.716667
Slottet,FRM,,69.75,20.483333
Slåttet,FRM,,69.75,20.483333
Spåknesøra,COVE,,69.766667,20.5
Spåkenesøra,COVE,,69.766667,20.5
Kvitholmen,ISL,,70.166667,20.183333
Spenskaga,PT,,70.166667,20.166667
Sundskjeret,RKS,,70.2,20.466667
Munken,RK,,70.2,20.466667
Årvikbukta,BAY,,70.2,20.5
Store Glimtaren,SHOL,,69.833333,19.366667
Stakkevollan,PPL,,69.683333,19
Krokøyra,PT,,69.683333,19.066667
Skarvsteinøra,PT,,70.083333,20.366667
Kvalhausen,PT,,70.15,20.383333
Bugrunnen,SHOL,,70.133333,20.2
Spensveet,STRT,,70.15,20.1
Skagegrunnen,RF,,69.983333,20.616667
Nordre Vågnes,PT,,69.783333,19.316667
Søndre Vågnes,PT,,69.783333,19.283333
Sørbåen,RK,,70.1,21.083333
Skjervøyskjeret,RK,,70.083333,20.966667
Gardsneset,PT,,69.733333,19.116667
Nesland,PT,,69.716667,19.016667
Nygård,FRM,,69.733333,18.983333
Elvemoen,FRM,,69.916667,19.483333
Kopparelv,FRM,,69.9,19.433333
Sirineset,PT,,70.230833,22.271389
Ytre Kibergneset,FRM,,69.866667,18.8
Indre Kibergneset,FRM,,69.866667,18.816667
Røyrneset,PT,,69.866667,18.916667
Indre Tomasjord,FRM,,69.333333,19.383333
Kirkegården,FRM,,70.275,22.141667
Kanesgrunnen,SHOL,,70.333611,22.05
Klubben,PT,,70.288611,22.160833
Tverrfjorden,COVE,,70.227222,22.269444
Finneset,PT,,70.2325,22.34
Øksfjordskjeret,RKS,,70.2425,22.343611
Skatviktind,MT,,70.241111,22.233889
Mellomjorda,FRM,,69.55,19.183333
Karielv,FRM,,69.916667,19.533333
Stangenesholman,RKS,,69.866667,18.883333
Meholmen,RKS,,69.866667,18.866667
Ytre Sundsvollen,FRM,,69.016667,16.5
Store Sandneset,PT,,69.816667,19.616667
Lysgrunnen,RF,,69.616667,18.9
Lanesodden,PT,,69.616667,18.916667
Jomfruskallen,RF,,68.179444,14.743056
Rødholmen,RK,,68.178056,14.650556
Sletta,FRM,,69.566667,19.15
Skarven,RF,,69.633333,18.85
Søndre Åborsneset,PT,,69.866667,19.4
Lilleby,FRM,,69.866667,19.45
Larstangen,PT,,70.083333,20.083333
Kamholman,ISL,,70.066667,19.683333
Bøtneset,PT,,70.05,19.716667
Bøttneset,PT,,70.05,19.716667
Vannvåggrunnen,BNK,,70.05,20.016667
Vannvågrunnen,BNK,,70.05,20.016667
Sørhelltaren,RF,,69.8,19.016667
Gaddevik,FRM,,69.8,19.033333
Butaren,RF,,69.816667,19.016667
Storbukta,FRM,,69.433333,19.05
Svartnestinden,MT,,69.4,19.166667
Middagsnes,PT,,69.416667,19
Mølnbakken,FRM,,69.366667,19.05
Godthåp,FRM,,69.966667,19.666667
Lundberg,FRM,,70,19.633333
Storgrunnen,RF,,70.066667,19.483333
Storegrunnen,RF,,70.066667,19.483333
Snarbyelva,STM,,69.8,19.566667
Olderen,FRM,,69.783333,19.1
Klubbholmen,RK,,69.783333,19.066667
Hellnesfjellet,MT,,70.133333,20.833333
Solstrand,PPL,,70.116667,20.75
Skavberget,FRM,,69.566667,18.75
Store Stefanes,PT,,69.783333,19.033333
Breitindgrunnen,SHOL,,70.300278,22.166944
Ytre Kobbevågnes,FRM,,69.483333,18.9
Tønsåsen,FRM,,69.75,19.2
Kjosen,COVE,,69.75,19.15
Nordbotn,COVE,,69.55,19.166667
Fagerelv,FRM,,69.516667,19.25
Hansneset,PT,,69.766667,19.05
Plomholmen,RK,,69.516667,19.033333
Guleng,PPL,,69.65,18.95
Holt,FRM,,69.65,18.9
Åsneset,PT,,69.766667,19.2
Kalvebakken,FRM,,69.55,19.05
Holman,RKS,,69.55,19.066667
Elvebakken,FRM,,69.333333,19.4
Skjoldgrunnen,RF,,69.891389,18.734722
Skjoldgrunnan,RF,,69.891389,18.734722
Valholmen,ISL,,69.884167,18.686389
Valen,ISL,,69.884167,18.686389
Saltnes,PT,,70.248889,22.345833
Vassdalsbotn,COVE,,70.233611,22.35
Leirbukt,FRM,,70.242222,22.112222
Maristøa,FRM,,70.238889,22.111667
Sandbakken,FRM,,70.236944,22.092778
Kvalgrunnen,SHOL,,70.338889,22.316111
Langskjergrunnen,SHOL,,70.345278,22.331111
Laukvika,COVE,,69.833333,18.666667
Skotålen,RK,,68.191944,14.698333
Lysgrunnen,RK,,68.185,14.686111
Skallen,RF,,69.75,19.1
Indre Kobbevåg,FRM,,69.483333,18.85
Silstøy,SHOL,,70.463056,22.144722
Hans Isaktaren,SHOL,,69.816667,19.383333
Middagsbukta,FRM,,69.35,19.116667
Indre Svartnes,FRM,,69.383333,19.266667
Store Glimhaugen,HLL,,69.833333,19.35
Steinen,RK,,69.833333,19.383333
Lille Glimtaren,SHOL,,69.833333,19.383333
Hakkeboen,RF,,69.833333,20.75
Store Lyngneset,PT,,70.1,20.533333
Kjerkenesodden,PT,,70.066667,20.516667
Storsteinen,PT,,70.033333,20.533333
Fembøringsskallen,RK,,68.203889,14.647778
Ramnøya,ISL,,68.176667,14.695
Stangnesodden,PT,,68.7975,16.6
Larsneset,PT,,68.8,16.549444
Sakariasgrunnen,RF,,70.016667,21.05
Eneset,PT,,70,20.983333
Uerneset,CAPE,,70.282778,22.479167
Agonluft,FRM,,70.289167,22.459722
Rødbergan,FRM,,70.316667,22.374444
Laugen,PND,,68.816667,16.55
Raknesskjeran,RKS,,69.833333,18.95
Karsneset,PT,,69.85,18.833333
Skavelva,STM,,69.644722,18.735833
Håvardbåen,SHOL,,70.1,20.15
Nordre Kågtinden,PK,,70,20.8
Laukviktinden,MT,,69.8275,18.743611
Laukvikfjell,MT,,69.8275,18.743611
Øyrnes,FRM,,69.366667,19.333333
Fuglelv,FRM,,70.340278,22.478889
Raustavene,RKS,,68.213611,14.841667
Laddoneset,PT,,70.213056,22.598056
Reinvikneset,PT,,70.2225,22.611389
Nabbar,PT,,70.264167,22.56
Ytre Simavik,FRM,,70.263333,22.655278
Brenneset,PT,,70.256389,22.644722
Nordbukta,COVE,,70.362222,22.549444
Kjerringfjordholmen,ISL,,70.360556,22.650278
Store Kjerringfjordneset,PT,,70.392778,22.683889
Kjerringfjordklubben,PT,,70.384167,22.788333
Brytenesbåen,RF,,70.416111,22.877222
Jurøybåen,SHOL,,69.020833,16.455278
Gårdsøya,ISL,,69.013611,16.378056
Arholman,RKS,,69.000278,16.388611
Skaiorit,FRM,,69.855278,21.046667
Oksebukt,FRM,,69.866111,21.040556
Storneshamna,COVE,,69.871944,21.053611
Risholmen,ISL,,68.168056,14.668333
Kuholmen,ISL,,68.165278,14.666389
Avløysingsbukta,COVE,,70.371944,21.728611
Teistemola,COVE,,70.376111,21.7625
Skinnstakkskjeret,RK,,69.409722,17.144167
Storsteinneset,PT,,69.403056,17.129444
Småskjeran,RK,,69.422778,17.116667
Tverrfjordgrunnen,RF,,70.071944,21.815556
Fjellsegga,SHOL,,70.324722,19.583333
Taregga,SHOL,,70.285278,19.556111
Brattnæringen,MT,,70.283333,19.593611
Klubben,HLL,,70.035556,21.778889
Simalango,HLL,,70.027778,21.822778
Larssletta,FRM,,70.029444,22.04
Stranda,FRM,,70.021389,22.060278
Svovlfjell,MT,,70.1175,21.800278
Grinde,PPL,,69.850833,21.061389
Skaioritbukta,COVE,,69.851944,21.051111
Trættebukta,COVE,,69.858056,21.043889
Pølseberget,CAPE,,69.858333,21.036944
Sandkroken,FRM,,70.159167,19.763889
Gammelgården,FRM,,70.163056,19.801667
Lyngmoneset,PT,,70.204167,19.830833
Skotalen,MT,,70.147222,19.878056
Laukvika,COVE,,70.165,19.888056
Laukvikneset,PT,,70.160833,19.9125
Slettnesvika,COVE,,70.165556,19.923056
Skomakareidet,PPL,,69.928889,20.950833
Håkjerringbergan,HLL,,69.921944,20.889444
Stangnes,FRM,,69.923056,20.832778
Urdneset,PT,,70.218056,21.8325
Svartoksen,PT,,70.265,21.389444
Ørntuva,PT,,70.261111,21.467778
Ettervika,COVE,,70.353056,22.381667
Sørfjordskjeret,RKS,,70.362778,22.4275
Vengelvika,FRM,,70.255556,22.274167
Olsbåen,SHOL,,69.003611,16.3775
Teistskoltan,SHOL,,68.994722,16.371111
Teistan,RK,,68.992778,16.37
Hovsøya,ISL,,69.412778,17.2875
Lavollen,FRM,,69.4075,17.332778
Indre Jøvika,COVE,,69.418889,17.412222
Buøyneset,PT,,68.160556,15.845833
Ytre Jøvagrunnen,SHOL,,70.036944,21.103889
Bjerknes,PPL,,69.830833,21.036944
Småseitaren,SHOL,,70.237222,19.288889
Kolbeinstaren,SHOL,,70.235556,19.316667
Knippelskrinet,PT,,69.8625,20.753611
Kolgryta,PT,,69.871389,20.753889
Hole,FRM,,69.892222,20.707222
Nuvva,MT,,70.260278,21.982778
Skonavasfjell,MT,,70.150556,21.752222
Grønneset,PT,,70.169167,21.825833
Saltnes,PT,,70.083889,21.976389
Kjelvågen,COVE,,69.805,20.648889
Måseflågrunnen,SHOL,,70.021111,21.070833
Rundskjeret,RKS,,70.0125,21.046111
Nakkebåen,SHOL,,70.318889,19.638333
Geisnæringen,MT,,70.284444,19.633333
Gammelværneset,PT,,70.325,22.008056
Hellaskoltan,SHOL,,69.506667,17.03
Avløysinga,PT,,69.944167,21.671389
Nordråsa,BNK,,69.95,21.662222
Ytre Torskenesgrunnen,SHOL,,69.972222,21.6775
Vesterfallet,RKS,,70.417778,19.907778
Ferklakkskallen,SHOL,,70.411944,19.870833
Junkerhamngrunnen,SHOL,,70.340556,22.937222
Store Kufjordnes,PT,,70.335278,23.007222
Skilelva,PPL,,69.441111,17.351389
Nils Børsavika,COVE,,70.176389,22.963056
Ytre Kåvneset,PT,,70.158333,22.939167
Småskjeran,RKS,,70.260278,22.368056
Brattneset,PT,,70.252778,22.092778
Bukkeneset,PT,,70.256944,22.110833
Skolten,PT,,70.274444,22.116389
Bukkebuktneset,PT,,70.252778,22.6825
Simavikneset,PT,,70.250833,22.712778
Tungsjøneset,PT,,70.219444,22.652778
Teistfjell,MT,,70.199722,22.651944
Gjerdet,FRM,,70.089722,20.06
Munkevika,FRM,,70.078611,19.996667
Keilen,FRM,,70.050833,19.914167
Ytre Bakkeby,PPL,,69.864444,20.885
Seljeholmen,ISL,,69.867778,20.911944
Ravelseidbotn,COVE,,69.856944,20.894167
Skatvikbåen,SHOL,,70.241389,19.262222
Storspira,PT,,69.621667,17.890278
Lanes,FRM,,69.916667,19.483333
Hessfjorden,COVE,,69.933333,19.5
Hesfjorden,COVE,,69.933333,19.5
Djupvik,FRM,,69.95,19.483333
Storelva,STM,,70.200278,21.821944
Hundberget,PT,,70.189444,21.821944
Skjånes,PT,,70.218056,21.766667
Andersvatnet,LK,,70.205833,21.745
Trolldalen,FRM,,70.174722,21.802222
Iselva,STM,,70.171944,21.853056
Indre Bukketindtaren,SHOL,,70.234722,19.4125
Flesa,RK,,70.240556,19.400833
Gyda Oljefelt,OILF,,56.9,3.033333
Gyda Oilfield,OILF,,56.9,3.033333
Kvaløya,ISL,,69.441667,17.163611
Kløftodden,PT,,70.318611,21.416667
Berteslåtodden,PT,,70.315556,21.438333
Dampskipsknausen,RF,,70.410278,19.943333
Simstadgrunnen,SHOL,,70.337222,19.803333
Skallen,SHOL,,70.339444,19.859722
Nautøyskallen,RK,,68.156944,14.7125
Ryggen,SHOL,,70.003889,21.000833
Sandvågen,FRM,,69.999722,21.035833
Taskebynesgrunnen,SHOL,,69.992222,21.081389
Enesbuktan,COVE,,69.998611,20.986389
Taskevik,FRM,,69.978889,20.984167
Kobbepollneset,PT,,69.970278,20.966111
Kobbepollen,BAY,,69.988333,20.943889
Kobbepollen,FRM,,69.979722,20.934722
Hamnebukta,COVE,,69.990556,20.9125
Storbukta,COVE,,69.996667,20.900833
Skredneset,PT,,69.946667,20.944444
Ørnfallan,SHOL,,70.319167,19.261944
Romrygglaren,SHOL,,70.315278,19.220278
Svebåen,SHOL,,70.365278,19.423611
Steinskolten,SHOL,,70.36,19.452222
Nordfallet,SHOL,,70.348889,19.487778
Grøtøgrunnen,SHOL,,70.335,19.468333
Loddegrunnen,SHOL,,70.376944,19.571111
Grabbegrunnen,SHOL,,70.371667,19.589167
Tverrgrunnen,SHOL,,70.367222,19.555556
Litle Fauskevåg,PPL,,68.666667,16.583333
Oterskjeret,RKS,,70.289444,22.236944
Kvalkeila,COVE,,70.285278,22.259722
Sandbukta,COVE,,70.2825,22.276667
Sandskjeret,RKS,,68.900278,16.308611
Baltestadvær,FRM,,69.568333,17.723056
Gammelsjøen,FRM,,69.562222,17.728056
Storneset,PT,,70.012778,19.931944
Sandvikneset,PT,,70.010556,19.939722
Brenneset,PT,,69.85,20.940278
Gilberneset,PT,,69.573889,17.462778
Gilberg,MT,,69.57,17.485556
Åsgård,PPL,,69.65,18.9
Surfallet,SHOL,,69.643611,17.54
Halsen,FRM,,68.071389,15.399167
Sandskjervika,COVE,,69.146111,17.420556
Nygrunnen,SHOL,,69.110278,16.557778
Botalen,RF,,70.303333,19.229167
Engholmen,ISL,,70.281111,19.196944
Våtholman,ISL,,70.279722,19.241944
Leverskjeret,RK,,70.266389,19.228611
Langskjeret,RK,,70.266667,19.156111
Stångholman,ISL,,70.275,19.164167
Reinfjord,FRM,,70.097222,21.569167
Nærsokk,MT,,70.141944,21.449444
Roaldgrunnen,SHOL,,70.114444,21.239722
Bortrefallet,RKS,,70.068333,21.263056
Saltholmen,ISL,,69.445,17.2075
Litleskardet,COVE,,70.388333,21.734444
Storskardet,COVE,,70.381111,21.739167
Nevernes,PT,,70.053611,21.714722
Vengsøygrunnen,SHOL,,69.642222,17.671944
Vengsøygrunn,SHOL,,69.642222,17.671944
Baltegrunnen,SHOL,,69.633056,17.626667
Baltegrunn,SHOL,,69.633056,17.626667
Breidgrunnen,SHOL,,70.361667,19.640556
Ola Nilsagrunnen,SHOL,,70.333611,19.504167
Klubbskallen,SHOL,,70.019722,21.225
Skallen,SHOL,,70.015556,21.225
Fjellhoggskolten,SHOL,,69.503333,17.138056
Sandværsholmen,ISL,,68.168611,14.6275
Falken,BCN,,68.165556,14.717222
Hattvika,FRM,,68.168056,14.700278
Bremnesbåen,SHOL,,69.540556,17.352222
Kvannaksla,MT,,69.532778,17.854444
Brenneset,PT,,69.256389,17.962222
Bjørkhaug,FRM,,69.256944,17.938889
Mølnarhaug,FRM,,69.258056,17.936944
Tenndraget,RKS,,68.174444,15.775
Trinnøysundet,SD,,68.160278,15.749444
Steingrunnen,RK,,68.163889,15.777222
Krokskjeran,RKS,,68.1675,15.805833
Sisselholmen,PT,,68.164167,15.82
Trætte,FRM,,69.856389,21.051944
Øyfjordgrunnen,SHOL,,69.556667,17.640833
Mølnevika,COVE,,68.960556,16.484722
Marholmgrunnen,SHOL,,70.338611,21.618889
Skatneset,PT,,70.324167,21.598889
Skalneset,PT,,70.299444,21.511944
Kyle,MT,,69.507222,17.466111
Mykjeneset,PT,,69.516667,17.475833
Stauren,MT,,69.376944,17.008333
Gjessel,MT,,69.375556,17.093611
Lakselva,STM,,69.38,17.117222
Tortenberget,MT,,69.392222,17.039722
Tverrfjordskjer,RKS,,70.079722,21.798611
Sokkelvika,BAY,,69.829722,20.921667
Nordkjosen,COVE,,69.808889,20.984722
Birkelund,FRM,,69.781111,20.954722
Baisit,FRM,,69.788889,20.95
Søndre Jonsråsgrunnen,SHOL,,70.33,19.722778
Bergneset,PT,,70.012778,19.319722
Skjeret,RK,,70,19.341944
Molvikdal,VAL,,70.288333,22.081111
Falkberget,HLL,,70.303889,22.047778
Sommarnes,FRM,,70.299722,21.987222
Sølvskeia,SHOL,,69.446944,17.078611
Barstindskolten,SHOL,,69.436944,17.0375
Tømmerneset,PT,,69.957222,21.034722
Kobbepollgrunnen,SHOL,,69.966111,20.978889
Oterstokken,PT,,69.983333,21.038889
Seterneset,PT,,69.987222,21.052222
Seter,FRM,,69.989722,21.055
Indre Taskebyneset,PT,,69.995278,21.071667
Nesskallen,SHOL,,69.908611,21.759167
Sørdalselva,STM,,69.538056,17.905
Snerneset,PT,,68.850556,16.280556
Nupsneset,PT,,68.863056,16.241111
Brosmeskjeret,SHOL,,69.018333,16.603333
Lokkarstaren,SHOL,,70.275833,19.691667
Midfjordskjeret,SHOL,,70.290278,19.734444
Følfotan,RF,,70.281389,19.746111
Storurda,TAL,,70.266944,19.568333
Klakken,BNK,,69.991944,21.906111
Kviteberggrunnen,SHOL,,69.959167,21.8825
Hampland,FRM,,69.954167,21.921111
Nålelv,PPL,,69.955278,21.996389
Sommarneset,PT,,70.023889,20.726944
Seigrunnen,SHOL,,70.225556,21.745278
Bosolobåen,RF,,69.848889,20.944722
Lattern,FRM,,69.850556,20.893889
Sokkelnes,FRM,,69.843056,20.941667
Giskeholmen,ISL,,69.5825,17.84
Mann,SHOL,,70.224444,19.263333
Kløftra,SHOL,,70.22,19.301944
Jenstaren,SHOL,,70.206389,19.271944
Oterholmen,ISL,,70.2575,19.5125
Finneset,PT,,70.281667,21.700278
Flua,RK,,70.261389,21.783889
Sandfallan,RF,,69.429167,17.099722
Småseiskolten,SHOL,,69.425556,17.068889
Månesfallet,SHOL,,69.439167,17.004167
Avløysingen,PT,,70.369167,21.711111
Hornskjeran,RKS,,68.178611,15.825833
Hollendarvikgrunnen,SHOL,,70.016111,20.994167
Skagskjeret,RKS,,70.026944,21.534444
Furuneset,PT,,70.028611,21.557222
Store Ramnstein,FRM,,70.105833,22.033333
Klubben,PT,,70.220833,21.500833
Sandnes,FRM,,69.839444,20.788889
Kjerringneset,FRM,,69.912222,21.815278
Moldvikgrunnen,SHOL,,69.912222,21.857778
Smalneset,PT,,70.245278,22.797778
Skarvberget,FRM,,70.245556,22.765278
Gavlodden,PT,,70.2375,22.991389
Gamnes,PT,,70.203611,22.921944
Kobbevika,COVE,,70.206667,22.813056
Tronskjer,RF,,69.613611,17.796944
Tronskjæran,RF,,69.613611,17.796944
Midnes,FRM,,70.121944,22.525833
Berget,FRM,,69.165,17.8125
Orneset,PT,,69.158889,17.819722
Mølvika,COVE,,69.158889,17.8275
Sokkelneset,PT,,69.839722,20.951389
Svartneset,PT,,69.837778,20.948056
Laksneset,PT,,69.8375,20.929167
Trollvika,COVE,,70.245833,19.219167
Milbursnæringen,MT,,70.240278,19.144722
Skatvika,COVE,,70.24,19.229444
Buktevollen,FRM,,69.829167,21.046111
Skjåneset,PT,,70.205833,21.506944
Rennesodden,PT,,70.204444,21.498333
Bjørnlihaugen,MT,,70.185,21.514167
Store Keipen,MT,,69.501667,17.676111
Eidebukta,FRM,,69.844444,20.792222
Ravelseidbotn,PPL,,69.849167,20.855278
Marsitneset,PT,,69.861111,20.874444
Grytskolten,SHOL,,69.439167,16.956111
Norddalselva,STM,,69.538333,17.905
Indre Vesterbåen,SHOL,,69.605278,17.293056
Ytre Vesterbåen,SHOL,,69.624722,17.285278
Arnebåen,SHOL,,69.615556,17.369167
Burøynakken,HLL,,70.262222,19.750278
Dalen,PPL,,70.210556,19.574167
Småseigrunnen,SHOL,,69.939444,21.650833
Kråkeneset,PT,,70.121111,20.026944
Rambergskjeret,RK,,70.156389,20.065
Fakkebåen,SHOL,,70.110833,20.135556
Nesetbåen,SHOL,,70.099444,20.1325
Stabben,SHOL,,69.945833,21.608056
Darupgrunnen,SHOL,,70.003333,21.569722
Vedhalsen,PT,,70.259444,21.794167
Stabban,RK,,69.624722,17.877222
Litlefjell,MT,,69.419167,17.698056
Ytre Nøkkelneset,PT,,69.925833,21.799167
Sildsporden,PT,,70.261111,21.7175
Urdnes,PT,,70.277778,21.768333
Grimsholmen,ISL,,69.455,17.126667
Teistholmen,ISL,,69.451667,17.1325
Netøya,ISL,,69.459167,17.125
Dellafjell,MT,,70.173889,22.350278
Danielsnes,FRM,,70.196389,22.343889
Danielfjellet,MT,,70.201667,22.3875
Middagstind,MT,,70.208333,22.244444
Ytre Molvikneset,CAPE,,70.300556,22.093056
Indre Pollen,COVE,,70.328056,22.815556
Storskjeret,RKS,,70.326944,22.9625
Jekthamna,COVE,,69.558056,17.904444
Hamnnes,PPL,,69.506389,17.9
Mølnnes,FRM,,69.501389,17.884444
Skittenvika,COVE,,70.286667,22.221667
Sjursbåen,SHOL,,68.865556,16.119444
Rattegrunnen,SHOL,,68.9225,16.277222
Måsskjerbåen,SHOL,,68.916389,16.240833
Måsskjeran,RKS,,68.923056,16.247778
Kortan,RKS,,68.905556,16.228056
Lille Trollvikvatnet,LK,,70.239722,21.368333
Borgaren,MT,,70.237222,21.401111
Skotalen,PT,,70.276389,19.576111
Tampeisa,SHOL,,70.320278,19.465833
Fugelbågrunnen,SHOL,,70.315278,19.309167
Grøgrunnen,SHOL,,70.333333,19.311667
Stabbetaren,SHOL,,70.313056,19.263056
Botalgrunnen,SHOL,,70.310278,19.243889
Bonskjeret,RK,,70.29,19.240556
Bonbåen,SHOL,,70.288611,19.280278
Indre Barneset,PT,,69.479722,17.208889
Nattmålskjeret,RK,,69.471667,17.135278
Skankan,RF,,69.472778,17.182778
Hamna,FRM,,69.995,19.540833
Knausen,RF,,70.049167,19.859444
Ramberget,PT,,70.01,19.859722
Dingalneset,PT,,69.945556,21.868333
Rottenvik,FRM,,69.9025,20.851667
Langneset,PT,,69.911944,20.969167
Rakto,FRM,,69.898333,20.935
Offern,FRM,,69.885556,20.919444
Bøholmen,ISL,,69.471111,17.205
Hundbåen,SHOL,,69.5025,17.3225
Ytre Lutbåen,SHOL,,69.500833,17.267222
Tverrfjellet,MT,,69.392778,17.539167
Store Ma,MT,,69.403889,17.523611
Flobjørn,MT,,69.408611,17.396389
Ommundsflu,SHOL,,69.418333,17.268889
Holmen,ISL,,69.539722,17.494722
Kliftre,MT,,69.516944,17.379722
Andgrunnen,SHOL,,69.5525,17.375278
Ytre Fallan,SHOL,,69.563333,17.401667
Indregard,FRM,,69.452778,17.884722
Hundbergneset,PT,,69.457778,17.840556
Litleng,FRM,,69.446389,17.867222
Evelandstuva,MT,,69.446667,17.812778
Sørtaren,SHOL,,70.25,19.892778
Storurdneset,PT,,70.243333,19.777778
Neset,FRM,,70.065556,20.839167
Blomsterli,FRM,,70.075556,20.815556
Ramberg,FRM,,70.077222,20.891389
Isakeidet,FRM,,70.046389,20.967778
Bratteidet,FRM,,70.034167,20.948611
Laukvollneset,PT,,69.8275,21.133889
Russeholmen,ISL,,69.813056,21.133889
Loppevollen,FRM,,69.802222,21.122778
Nordreisa,AREA,,69.778333,21.040833
Pollen,COVE,,69.793889,21.034722
Grøtøytaren,SHOL,,70.290556,19.326944
Risen,FRM,,68.201111,14.734722
Sandfallet,RK,,68.208333,14.669722
Hella,RK,,68.205833,14.681111
Sandneset,PT,,68.171111,15.710556
Hamnebukta,COVE,,70.265278,22.998611
Gullfjell,MT,,70.253056,22.986944
Nuvodden,PT,,70.311389,22.065278
Veggeskjeran,RKS,,70.088889,19.243611
Indrebynakken,HLL,,70.100556,19.497222
Indre Mølneset,PT,,70.095556,19.553611
Pålsbåen,SHOL,,70.276389,19.295833
Degholmen,RK,,68.896944,16.240833
Nesegrunnen,SHOL,,69.260833,17.991944
Lieng,FRM,,69.264167,18.002222
Neset,PT,,69.2625,17.9975
Rundskjer,RKS,,70.331389,21.979444
Skolten,FRM,,70.303611,22.023889
Lørsnesbåen,SHOL,,70.336389,21.954444
Labukta,COVE,,70.020278,22.054722
Mikkeidal,FRM,,69.983333,22.038611
Skotallneset,PT,,70.210833,19.836111
Sandfjordneset,PT,,70.233611,19.688333
Storeneset,PT,,70.24,19.711667
Nevenesfjell,MT,,70.090278,21.695556
Vildrentind,MT,,70.204722,21.951944
Langholmgrunnan,RF,,69.584722,17.819444
Langholmgrunn,RF,,69.584722,17.819444
Kjølvegrunnen,SHOL,,69.593333,17.789722
Kjølvegrunn,SHOL,,69.593333,17.789722
Skjørvikgrunn,SHOL,,69.593889,17.855278
Skjørvikgrunnen,SHOL,,69.593889,17.855278
Midtre Nordnesholmen,ISL,,69.628333,17.904167
Rasteneset,PT,,69.940278,21.860556
Kjerrisneset,PT,,70.273889,21.455833
Skallen,SHOL,,70.364167,22.418889
Øyra,PT,,70.367222,22.460833
Øra,PT,,70.367222,22.460833
Pipstokken,PT,,70.373611,22.505
Nordfjordgrunnen,SHOL,,70.3775,22.500556
Purkeneset,PT,,70.365278,22.521667
Søndre Garggo,PT,,70.462222,22.926389
Varnesgrunnen,SHOL,,70.393889,22.746667
Brenneset,PT,,70.133611,22.319167
Bukta,FRM,,70.141389,22.480278
Hesjenes,FRM,,70.146389,22.446111
Purkevik,FRM,,70.164444,22.303333
Hellevika,COVE,,70.174444,22.318611
Hallsteinvik,FRM,,70.180278,22.328889
Knappen,HLL,,70.181389,22.338889
Fruvik,FRM,,70.183333,22.333333
Langoddsgrunnen,SHOL,,70.172222,19.534444
Kokkevollgrunnen,SHOL,,70.1825,19.629167
Kvalkjeftsteinen,PT,,70.203889,19.750833
Sandbukta,COVE,,70.158056,19.671667
Sengsneset,PT,,70.151389,19.655556
Antonvågen,COVE,,69.269444,17.945
Ytstefallsskolten,SHOL,,69.069444,16.353611
Lille Baken,RK,,69.0575,16.333611
Leibåen,RK,,70.266667,19.680278
Vika,FRM,,70.071944,21.961389
Lusbåen,SHOL,,70.270833,19.689722
Hestholman,ISL,,70.038056,19.400278
Langnesgrunnen,SHOL,,69.982778,20.67
Langnes,FRM,,69.978333,20.659444
Kvalbeinneset,PT,,70.270833,21.628889
Svartbergneset,PT,,70.262222,21.650833
Reinfjellet,PT,,70.255278,21.573889
Røsnes,FRM,,70.295278,21.788611
Fuglen,MT,,69.455,17.371111
Luta,MT,,69.465556,17.3725
Kliptind,MT,,69.475,17.353333
Lille Kufjorden,BAY,,70.352778,22.98
Lille Kufjord,BAY,,70.352778,22.98
Skallen,SHOL,,69.958333,21.574167
